Timestamp,Domain name queried,Resolution mode,DNS server IP contacted,Step of resolution,Response or referral received,Round-trip time to that server,Total time to resolution,Cache status
1761487481.9242203,tuhafhaberler.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,163.79380226135254,,MISS
1761487482.0943284,tuhafhaberler.com,Iterative,192.41.162.30,TLD,ERROR: All nameservers failed to answer the query a.gtld-servers.net.\032nstld.verisign-grs.com.\0321761487439\0321800\032900\032604800\032900. IN A: Server Do53:127.0.0.53@53 answered FORMERR,145.39718627929688,363.31963539123535,MISS
1761487482.2877512,41latitude.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,143.0521011352539,,MISS
1761487482.431045,41latitude.com,Iterative,192.41.162.30,TLD,REFERRAL to 156.154.132.200,140.5010223388672,,MISS
1761487482.571724,41latitude.com,Iterative,156.154.132.200,Authoritative,ERROR: All nameservers failed to answer the query dns1.registrar-servers.com.\032hostmaster.registrar-servers.com.\0321610729906\03243200\0323600\032604800\0323601. IN A: Server Do53:127.0.0.53@53 answered FORMERR,54.11887168884277,363.5733127593994,MISS
1761487482.6514497,us.tf,Iterative,198.41.0.4,Root,REFERRAL to 194.146.106.46,145.1125144958496,,MISS
1761487482.797595,us.tf,Iterative,194.146.106.46,TLD,REFERRAL to ns1.idnscan.net. (needs glue lookup),158.9357852935791,,MISS
1761487482.987785,us.tf,Iterative,95.130.17.35,Authoritative,ERROR: The DNS operation timed out.,,2348.338842391968,MISS
1761487485.0000644,tottenhamhk.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,138.68236541748047,,MISS
1761487485.1391246,tottenhamhk.com,Iterative,192.41.162.30,TLD,ERROR: All nameservers failed to answer the query a.gtld-servers.net.\032nstld.verisign-grs.com.\0321761487439\0321800\032900\032604800\032900. IN A: Server Do53:127.0.0.53@53 answered FORMERR,147.9957103729248,312.0310306549072,MISS
1761487485.312191,running-sigi.de,Iterative,198.41.0.4,Root,REFERRAL to 194.0.0.53,154.88505363464355,,MISS
1761487485.4672732,running-sigi.de,Iterative,194.0.0.53,TLD,ERROR: All nameservers failed to answer the query f.nic.de.\032dns-operations.denic.de.\0321761487383\0327200\0327200\0323600000\0327200. IN A: Server Do53:127.0.0.53@53 answered FORMERR,168.00808906555176,347.92494773864746,MISS
1761487485.660262,energybulbs.co.uk,Iterative,198.41.0.4,Root,REFERRAL to 213.248.216.1,141.53695106506348,,MISS
1761487485.8021991,energybulbs.co.uk,Iterative,213.248.216.1,TLD,REFERRAL to ns0.lcn.com. (needs glue lookup),169.15011405944824,,MISS
1761487486.002226,energybulbs.co.uk,Iterative,195.110.124.234,Authoritative,ANSWER: 23.227.38.32,172.22189903259277,514.2500400543213,MISS
1761487486.1747448,o-ov.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,140.24758338928223,,MISS
1761487486.315164,o-ov.com,Iterative,192.41.162.30,TLD,REFERRAL to 2603:5:2180::5,152.44555473327637,,MISS
1761487486.4677756,o-ov.com,Iterative,2603:5:2180::5,Authoritative,ERROR: The DNS operation timed out.,,2296.889066696167,MISS
1761487488.471874,ex-jw.org,Iterative,198.41.0.4,Root,REFERRAL to 199.249.112.1,148.89907836914062,,MISS
1761487488.621123,ex-jw.org,Iterative,199.249.112.1,TLD,REFERRAL to ns10.wixdns.net. (needs glue lookup),90.26026725769043,,MISS
1761487488.732585,ex-jw.org,Iterative,216.239.36.100,Authoritative,ANSWER: 185.230.63.171,16.099214553833008,276.9134044647217,MISS
1761487488.7489314,i-butterfly.ru,Iterative,198.41.0.4,Root,REFERRAL to 193.232.128.6,140.75112342834473,,MISS
1761487488.8900325,i-butterfly.ru,Iterative,193.232.128.6,TLD,REFERRAL to sofia.ns.cloudflare.com. (needs glue lookup),216.62592887878418,,MISS
1761487489.1492112,i-butterfly.ru,Iterative,172.64.32.223,Authoritative,ANSWER: 172.67.151.138,47.440290451049805,447.77917861938477,MISS
1761487489.1970253,datepanchang.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,145.10011672973633,,MISS
1761487489.342392,datepanchang.com,Iterative,192.41.162.30,TLD,REFERRAL to 108.162.194.214,155.17878532409668,,MISS
1761487489.4979334,datepanchang.com,Iterative,108.162.194.214,Authoritative,ANSWER: 13.75.93.156,257.72905349731445,558.708906173706,MISS
1761487489.7560449,zzxu.cn,Iterative,198.41.0.4,Root,REFERRAL to 203.119.29.1,437.67571449279785,,MISS
1761487490.193974,zzxu.cn,Iterative,203.119.29.1,TLD,REFERRAL to ns1.judns.com. (needs glue lookup),181.56147003173828,,MISS
1761487490.7612934,zzxu.cn,Iterative,47.97.51.45,Authoritative,ERROR: No answer or referral received,520.7304954528809,1526.0436534881592,MISS
1761487491.2822893,daehepharma.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,174.0260124206543,,MISS
1761487491.4565907,daehepharma.com,Iterative,192.41.162.30,TLD,REFERRAL to 220.73.163.40,174.32284355163574,,MISS
1761487491.6312337,daehepharma.com,Iterative,220.73.163.40,Authoritative,ERROR: All nameservers failed to answer the query ns01.dhrcenter.com.\032root.ns01.dhrcenter.com.\0322019111809\03228800\0327200\032604800\032300. IN A: Server Do53:127.0.0.53@53 answered FORMERR,156.62622451782227,533.8466167449951,MISS
1761487491.816438,localhost.re,Iterative,198.41.0.4,Root,REFERRAL to 194.0.9.1,158.430814743042,,MISS
1761487491.9751327,localhost.re,Iterative,194.0.9.1,TLD,REFERRAL to megan.ns.cloudflare.com. (needs glue lookup),167.36841201782227,,MISS
1761487492.2298763,localhost.re,Iterative,172.64.32.197,Authoritative,ANSWER: 172.67.163.57,50.90832710266113,464.42532539367676,MISS
1761487492.2811968,rtsab.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,157.69529342651367,,MISS
1761487492.4391453,rtsab.com,Iterative,192.41.162.30,TLD,REFERRAL to 193.14.90.50,151.5357494354248,,MISS
1761487492.5910013,rtsab.com,Iterative,193.14.90.50,Authoritative,ERROR: All nameservers failed to answer the query dns01.dipcon.com.\032registry.ports.net.\0322025101000\03214400\0323600\0321814400\0323600. IN A: Server Do53:127.0.0.53@53 answered FORMERR,189.34369087219238,519.672155380249,MISS
1761487492.8012414,pbprofile.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,155.4703712463379,,MISS
1761487492.956963,pbprofile.com,Iterative,192.41.162.30,TLD,ERROR: All nameservers failed to answer the query a.gtld-servers.net.\032nstld.verisign-grs.com.\0321761487454\0321800\032900\032604800\032900. IN A: Server Do53:127.0.0.53@53 answered FORMERR,162.24408149719238,338.35291862487793,MISS
1761487493.1399498,informarexresistere.fr,Iterative,198.41.0.4,Root,REFERRAL to 194.146.106.46,140.78593254089355,,MISS
1761487493.281122,informarexresistere.fr,Iterative,194.146.106.46,TLD,REFERRAL to ns100.ovh.net. (needs glue lookup),156.26883506774902,,MISS
1761487493.4471936,informarexresistere.fr,Iterative,5.135.44.185,Authoritative,ANSWER: 178.32.143.165,173.05636405944824,480.38649559020996,MISS
1761487493.620966,fini.net,Iterative,198.41.0.4,Root,REFERRAL to 192.55.83.30,149.64818954467773,,MISS
1761487493.7707908,fini.net,Iterative,192.55.83.30,TLD,REFERRAL to 198.57.196.96,149.72615242004395,,MISS
1761487493.9208417,fini.net,Iterative,198.57.196.96,Authoritative,ERROR: The DNS operation timed out.,,2310.4095458984375,MISS
1761487495.931571,globalpoliticalspectrum.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,157.30929374694824,,MISS
1761487496.0891025,globalpoliticalspectrum.com,Iterative,192.41.162.30,TLD,ERROR: All nameservers failed to answer the query a.gtld-servers.net.\032nstld.verisign-grs.com.\0321761487454\0321800\032900\032604800\032900. IN A: Server Do53:127.0.0.53@53 answered FORMERR,136.49392127990723,313.72523307800293,MISS
1761487496.2456028,lozo.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,152.56690979003906,,MISS
1761487496.3984065,lozo.com,Iterative,192.41.162.30,TLD,REFERRAL to 205.251.192.7,141.36290550231934,,MISS
1761487496.5399215,lozo.com,Iterative,205.251.192.7,Authoritative,ANSWER: 34.192.96.224,35.29834747314453,329.80871200561523,MISS
1761487496.5754075,buynowfromusa.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,142.18378067016602,,MISS
1761487496.717762,buynowfromusa.com,Iterative,192.41.162.30,TLD,REFERRAL to 2001:4860:4802:32::6c,164.14356231689453,,MISS
1761487496.8821368,buynowfromusa.com,Iterative,2001:4860:4802:32::6c,Authoritative,ERROR: The DNS operation timed out.,,2327.061414718628,MISS
1761493283.6282015,energybulbs.co.uk,Iterative,198.41.0.4,Root,REFERRAL to 213.248.216.1,674.9391555786133,,MISS
1761493283.6563528,advertos.ru,Iterative,198.41.0.4,Root,REFERRAL to 193.232.128.6,648.017168045044,,MISS
1761493283.625317,niceinternetmoney.ru,Iterative,198.41.0.4,Root,REFERRAL to 193.232.128.6,680.3600788116455,,MISS
1761493283.6614316,b-matrix.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,647.5045680999756,,MISS
1761493283.6654792,daehepharma.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,644.9122428894043,,MISS
1761493283.6499295,blueridgelife.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,664.7601127624512,,MISS
1761493283.6532054,house-sg.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,663.8345718383789,,MISS
1761493283.62427,caricsports.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,694.1683292388916,,MISS
1761493283.6475303,newstetic.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,675.673246383667,,MISS
1761493283.631895,healthnews4you.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,700.5164623260498,,MISS
1761493283.6327598,tuhafhaberler.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,703.2120227813721,,MISS
1761493283.631225,dj-producer-j-mbargo.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,705.1451206207275,,MISS
1761493283.6398942,progettogiovani.pd.it,Iterative,198.41.0.4,Root,REFERRAL to 194.0.16.215,697.0376968383789,,MISS
1761493283.6302974,gusbi.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,707.6280117034912,,MISS
1761493283.6453984,globalpoliticalspectrum.com,Iterative,198.41.0.4,Root,REFERRAL to 192.41.162.30,691.457986831665,,MISS
1761493284.3414075,newstetic.com,Iterative,192.41.162.30,TLD,REFERRAL to 108.162.193.110,535.301685333252,,MISS
1761493284.341013,healthnews4you.com,Iterative,192.41.162.30,TLD,REFERRAL to 173.201.70.43,546.7748641967773,,MISS
1761493284.3394053,b-matrix.com,Iterative,192.41.162.30,TLD,REFERRAL to 2603:5:21b2::1c,551.908016204834,,MISS
1761493284.340553,caricsports.com,Iterative,192.41.162.30,TLD,REFERRAL to 108.162.192.247,550.905704498291,,MISS
1761493284.3439462,progettogiovani.pd.it,Iterative,194.0.16.215,TLD,REFERRAL to 213.140.22.93,557.492733001709,,MISS
1761493284.3391354,blueridgelife.com,Iterative,192.41.162.30,TLD,REFERRAL to 2603:5:21b0::8,565.0763511657715,,MISS
1761493284.3423388,gusbi.com,Iterative,192.41.162.30,TLD,REFERRAL to 141.95.229.94,575.3562450408936,,MISS
1761493284.3384306,daehepharma.com,Iterative,192.41.162.30,TLD,REFERRAL to 220.73.163.40,581.078052520752,,MISS
1761493284.3152704,energybulbs.co.uk,Iterative,213.248.216.1,TLD,REFERRAL to ns0.lcn.com. (needs glue lookup),593.1351184844971,,MISS
1761493284.8769183,newstetic.com,Iterative,108.162.193.110,Authoritative,ANSWER: 172.67.131.89,318.09353828430176,1547.9631423950195,MISS
1761493284.911397,caricsports.com,Iterative,108.162.192.247,Authoritative,ANSWER: 104.21.51.12,313.9650821685791,1601.2160778045654,MISS
1761493284.9196553,progettogiovani.pd.it,Iterative,213.140.22.93,Authoritative,ANSWER: 185.213.115.40,392.98200607299805,1673.1503009796143,MISS
1761493284.9218736,gusbi.com,Iterative,141.95.229.94,Authoritative,ANSWER: 185.145.195.19,399.72710609436035,1691.4706230163574,MISS
1761493284.9092145,healthnews4you.com,Iterative,173.201.70.43,Authoritative,ANSWER: 3.33.130.190,423.0804443359375,1700.5295753479004,MISS
1761493283.6191938,eugenbotnar.com,Iterative,198.41.0.4,Root,ERROR: The DNS operation timed out.,,2008.8458061218262,MISS
1761493283.6209955,pictures-thailand.com,Iterative,198.41.0.4,Root,ERROR: The DNS operation timed out.,,2007.164716720581,MISS
1761493283.6219332,running-sigi.de,Iterative,198.41.0.4,Root,ERROR: The DNS operation timed out.,,2006.342887878418,MISS
1761493283.6373036,autofirenze.biz,Iterative,198.41.0.4,Root,ERROR: The DNS operation timed out.,,2001.868486404419,MISS
1761493283.6379635,toaskfuture.com,Iterative,198.41.0.4,Root,ERROR: The DNS operation timed out.,,2003.3211708068848,MISS
